titulo,genero,ano,sinopse,nota
O Último do Herói (160),Drama,2003,Um romance improvável nasce em meio ao caos. Uma criatura misteriosa surge mudando tudo. Uma força misteriosa ameaça o futuro da humanidade.,2.8
A Guerra do Herói (161),Suspense,2006,Uma criatura misteriosa surge mudando tudo. Um cientista faz uma descoberta que altera o destino humano. Um cientista faz uma descoberta que altera o destino humano.,4.6
O Último da Verdade (162),Mistério,2018,Amigos precisam enfrentar seus maiores medos para sobreviver. Um romance improvável nasce em meio ao caos. Um grupo precisa impedir uma catástrofe mundial.,4.9
O Último da Magia (163),Mistério,2003,Um herói improvável descobre um poder oculto. Uma cidade isolada guarda mistérios sombrios. Um grupo precisa impedir uma catástrofe mundial.,8.6
O Fragmento da Escuridão (164),Fantasia,2022,Um herói improvável descobre um poder oculto. Um herói improvável descobre um poder oculto. O protagonista enfrenta sua maior perda.,6.0
O Segredo da Escuridão (165),Aventura,1998,Uma jornada épica começa quando um segredo antigo é revelado. Um grupo precisa impedir uma catástrofe mundial. Uma força misteriosa ameaça o futuro da humanidade.,9.8
A Nova Era da Escuridão (166),Fantasia,2007,Um cientista faz uma descoberta que altera o destino humano. Um romance improvável nasce em meio ao caos. Um grupo precisa impedir uma catástrofe mundial.,6.6
O Segredo da Luz (167),Animação,1983,Amigos precisam enfrentar seus maiores medos para sobreviver. Uma criatura misteriosa surge mudando tudo. Uma cidade isolada guarda mistérios sombrios.,2.1
A Nova Era da Escuridão (168),Mistério,1999,O protagonista enfrenta sua maior perda. Uma jornada épica começa quando um segredo antigo é revelado. Amigos precisam enfrentar seus maiores medos para sobreviver.,3.6
O Segredo da Morte (169),Mistério,1989,Um romance improvável nasce em meio ao caos. O protagonista enfrenta sua maior perda. Uma força misteriosa ameaça o futuro da humanidade.,7.5
A Jornada do Herói (170),Aventura,2022,Um romance improvável nasce em meio ao caos. Amigos precisam enfrentar seus maiores medos para sobreviver. Uma cidade isolada guarda mistérios sombrios.,2.9
O Fragmento do Herói (171),Ação,1987,Um grupo precisa impedir uma catástrofe mundial. Uma jornada épica começa quando um segredo antigo é revelado. Uma cidade isolada guarda mistérios sombrios.,2.4
A Chave do Tempo (172),Suspense,1990,Um herói improvável descobre um poder oculto. Um grupo precisa impedir uma catástrofe mundial. Uma cidade isolada guarda mistérios sombrios.,3.1
O Enigma do Amanhã (173),Fantasia,2000,Um herói improvável descobre um poder oculto. O protagonista enfrenta sua maior perda. Uma cidade isolada guarda mistérios sombrios.,7.4
A Chave do Herói (174),Suspense,1980,Uma cidade isolada guarda mistérios sombrios. Uma cidade isolada guarda mistérios sombrios. Uma jornada épica começa quando um segredo antigo é revelado.,3.3
O Portal da Luz (175),Fantasia,1996,Um cientista faz uma descoberta que altera o destino humano. O protagonista enfrenta sua maior perda. Amigos precisam enfrentar seus maiores medos para sobreviver.,5.7
O Retorno da Luz (176),Suspense,1985,Uma criatura misteriosa surge mudando tudo. Uma força misteriosa ameaça o futuro da humanidade. Uma força misteriosa ameaça o futuro da humanidade.,4.0
O Segredo do Infinito (177),Romance,2004,Uma criatura misteriosa surge mudando tudo. O protagonista enfrenta sua maior perda. Amigos precisam enfrentar seus maiores medos para sobreviver.,7.8
A Guerra da Escuridão (178),Fantasia,1987,Uma jornada épica começa quando um segredo antigo é revelado. O protagonista enfrenta sua maior perda. Uma força misteriosa ameaça o futuro da humanidade.,8.2
O Portal do Amanhã (179),Romance,2024,Um cientista faz uma descoberta que altera o destino humano. Uma cidade isolada guarda mistérios sombrios. Amigos precisam enfrentar seus maiores medos para sobreviver.,7.8
Além do Tempo (180),Aventura,2024,Uma criatura misteriosa surge mudando tudo. Um romance improvável nasce em meio ao caos. Um herói improvável descobre um poder oculto.,9.2
A Lenda da Luz (181),Animação,1993,Uma cidade isolada guarda mistérios sombrios. Um cientista faz uma descoberta que altera o destino humano. Uma cidade isolada guarda mistérios sombrios.,3.9
A Jornada da Escuridão (182),Animação,2009,Amigos precisam enfrentar seus maiores medos para sobreviver. Amigos precisam enfrentar seus maiores medos para sobreviver. Uma cidade isolada guarda mistérios sombrios.,4.2
A Guerra do Amanhã (183),Fantasia,1990,Um herói improvável descobre um poder oculto. Amigos precisam enfrentar seus maiores medos para sobreviver. Um cientista faz uma descoberta que altera o destino humano.,1.7
O Enigma do Herói (184),Mistério,2021,Uma força misteriosa ameaça o futuro da humanidade. Uma jornada épica começa quando um segredo antigo é revelado. Uma jornada épica começa quando um segredo antigo é revelado.,5.9
A Missão do Infinito (185),Comédia,2015,Uma jornada épica começa quando um segredo antigo é revelado. Um romance improvável nasce em meio ao caos. Um grupo precisa impedir uma catástrofe mundial.,1.6
A Nova Era da Magia (186),Ficção Científica,1992,Um grupo precisa impedir uma catástrofe mundial. Um grupo precisa impedir uma catástrofe mundial. Um grupo precisa impedir uma catástrofe mundial.,9.6
A Missão do Herói (187),Aventura,1997,Uma força misteriosa ameaça o futuro da humanidade. Uma força misteriosa ameaça o futuro da humanidade. Uma força misteriosa ameaça o futuro da humanidade.,7.8
O Enigma do Infinito (188),Ficção Científica,2002,Um grupo precisa impedir uma catástrofe mundial. Um herói improvável descobre um poder oculto. Um herói improvável descobre um poder oculto.,6.0
O Retorno do Infinito (189),Ficção Científica,1980,Um romance improvável nasce em meio ao caos. Uma jornada épica começa quando um segredo antigo é revelado. O protagonista enfrenta sua maior perda.,5.8
Além do Herói (190),Aventura,1985,Uma cidade isolada guarda mistérios sombrios. Um romance improvável nasce em meio ao caos. Uma força misteriosa ameaça o futuro da humanidade.,8.8
A Lenda da Escuridão (191),Mistério,2003,Uma cidade isolada guarda mistérios sombrios. Um cientista faz uma descoberta que altera o destino humano. Um cientista faz uma descoberta que altera o destino humano.,8.3
A Lenda da Escuridão (192),Suspense,2017,Uma jornada épica começa quando um segredo antigo é revelado. Um grupo precisa impedir uma catástrofe mundial. Um romance improvável nasce em meio ao caos.,6.2
A Chave do Infinito (193),Terror,1987,Uma criatura misteriosa surge mudando tudo. Uma jornada épica começa quando um segredo antigo é revelado. Um cientista faz uma descoberta que altera o destino humano.,5.0
A Chave da Luz (194),Aventura,1984,Um cientista faz uma descoberta que altera o destino humano. Um herói improvável descobre um poder oculto. Uma jornada épica começa quando um segredo antigo é revelado.,1.7
O Último do Infinito (195),Romance,2006,Um romance improvável nasce em meio ao caos. O protagonista enfrenta sua maior perda. Um cientista faz uma descoberta que altera o destino humano.,1.6
No Limite da Verdade (196),Comédia,2000,Uma cidade isolada guarda mistérios sombrios. Amigos precisam enfrentar seus maiores medos para sobreviver. Um romance improvável nasce em meio ao caos.,6.7
O Retorno do Infinito (197),Ficção Científica,2008,Amigos precisam enfrentar seus maiores medos para sobreviver. Um herói improvável descobre um poder oculto. O protagonista enfrenta sua maior perda.,3.7
A Missão do Infinito (198),Aventura,2005,Um romance improvável nasce em meio ao caos. O protagonista enfrenta sua maior perda. Um grupo precisa impedir uma catástrofe mundial.,1.2
O Segredo do Tempo (199),Fantasia,2011,Uma jornada épica começa quando um segredo antigo é revelado. Um romance improvável nasce em meio ao caos. Um grupo precisa impedir uma catástrofe mundial.,9.2
A Nova Era do Amanhã (200),Ação,1983,Uma cidade isolada guarda mistérios sombrios. Uma jornada épica começa quando um segredo antigo é revelado. Uma cidade isolada guarda mistérios sombrios.,3.3
O Último da Magia (201),Aventura,2022,Uma força misteriosa ameaça o futuro da humanidade. Amigos precisam enfrentar seus maiores medos para sobreviver. Uma criatura misteriosa surge mudando tudo.,4.0
O Retorno da Escuridão (202),Ficção Científica,2006,Uma jornada épica começa quando um segredo antigo é revelado. Uma força misteriosa ameaça o futuro da humanidade. O protagonista enfrenta sua maior perda.,1.5
A Guerra da Morte (203),Aventura,2000,Uma cidade isolada guarda mistérios sombrios. O protagonista enfrenta sua maior perda. O protagonista enfrenta sua maior perda.,2.9
O Último do Amanhã (204),Animação,1995,Um grupo precisa impedir uma catástrofe mundial. Uma criatura misteriosa surge mudando tudo. Uma força misteriosa ameaça o futuro da humanidade.,1.6
Além do Amanhã (205),Terror,1986,Uma cidade isolada guarda mistérios sombrios. Uma jornada épica começa quando um segredo antigo é revelado. Um cientista faz uma descoberta que altera o destino humano.,5.4
A Guerra do Amanhã (206),Ação,1991,Um grupo precisa impedir uma catástrofe mundial. Uma cidade isolada guarda mistérios sombrios. Uma jornada épica começa quando um segredo antigo é revelado.,7.9
No Limite do Infinito (207),Ficção Científica,2016,Um grupo precisa impedir uma catástrofe mundial. Uma força misteriosa ameaça o futuro da humanidade. Um grupo precisa impedir uma catástrofe mundial.,8.0
O Segredo da Luz (208),Animação,2017,O protagonista enfrenta sua maior perda. O protagonista enfrenta sua maior perda. Um herói improvável descobre um poder oculto.,3.7
O Último do Herói (209),Comédia,2019,Uma criatura misteriosa surge mudando tudo. Uma força misteriosa ameaça o futuro da humanidade. Uma jornada épica começa quando um segredo antigo é revelado.,5.9
O Último das Sombras (210),Comédia,2010,Uma força misteriosa ameaça o futuro da humanidade. Uma criatura misteriosa surge mudando tudo. Um cientista faz uma descoberta que altera o destino humano.,3.0
A Jornada da Verdade (211),Ficção Científica,1986,Uma criatura misteriosa surge mudando tudo. O protagonista enfrenta sua maior perda. Uma cidade isolada guarda mistérios sombrios.,9.7
A Chave das Sombras (212),Suspense,2017,Uma força misteriosa ameaça o futuro da humanidade. Uma jornada épica começa quando um segredo antigo é revelado. Uma criatura misteriosa surge mudando tudo.,8.1
O Último do Tempo (213),Aventura,2009,Um cientista faz uma descoberta que altera o destino humano. Um grupo precisa impedir uma catástrofe mundial. Amigos precisam enfrentar seus maiores medos para sobreviver.,1.2
O Retorno do Amanhã (214),Terror,1981,O protagonista enfrenta sua maior perda. Um romance improvável nasce em meio ao caos. Um grupo precisa impedir uma catástrofe mundial.,3.2
Além das Sombras (215),Mistério,2012,Um herói improvável descobre um poder oculto. Um cientista faz uma descoberta que altera o destino humano. Uma cidade isolada guarda mistérios sombrios.,9.1
O Retorno do Herói (216),Ação,1998,Uma força misteriosa ameaça o futuro da humanidade. Uma jornada épica começa quando um segredo antigo é revelado. Um romance improvável nasce em meio ao caos.,8.9
No Limite do Tempo (217),Romance,2005,Um grupo precisa impedir uma catástrofe mundial. Uma força misteriosa ameaça o futuro da humanidade. Um herói improvável descobre um poder oculto.,3.3
O Reinado da Magia (218),Ficção Científica,1998,Uma cidade isolada guarda mistérios sombrios. Amigos precisam enfrentar seus maiores medos para sobreviver. Uma força misteriosa ameaça o futuro da humanidade.,2.4
O Fragmento da Luz (219),Terror,1986,Uma cidade isolada guarda mistérios sombrios. Um herói improvável descobre um poder oculto. Uma criatura misteriosa surge mudando tudo.,1.1
O Retorno da Morte (220),Ação,1998,Um romance improvável nasce em meio ao caos. Uma força misteriosa ameaça o futuro da humanidade. Uma força misteriosa ameaça o futuro da humanidade.,3.1
No Limite do Amanhã (221),Comédia,2006,Um herói improvável descobre um poder oculto. Uma criatura misteriosa surge mudando tudo. Um romance improvável nasce em meio ao caos.,5.9
O Portal do Infinito (222),Mistério,2003,O protagonista enfrenta sua maior perda. Uma jornada épica começa quando um segredo antigo é revelado. Um cientista faz uma descoberta que altera o destino humano.,8.4
No Limite do Herói (223),Ficção Científica,2006,Um cientista faz uma descoberta que altera o destino humano. Um cientista faz uma descoberta que altera o destino humano. Um romance improvável nasce em meio ao caos.,2.2
A Missão da Magia (224),Ficção Científica,1981,Um cientista faz uma descoberta que altera o destino humano. Um grupo precisa impedir uma catástrofe mundial. Um romance improvável nasce em meio ao caos.,2.9
A Nova Era do Tempo (225),Ação,1990,Uma criatura misteriosa surge mudando tudo. Um herói improvável descobre um poder oculto. Amigos precisam enfrentar seus maiores medos para sobreviver.,9.1
O Retorno da Magia (226),Terror,1981,Uma força misteriosa ameaça o futuro da humanidade. Um cientista faz uma descoberta que altera o destino humano. Uma cidade isolada guarda mistérios sombrios.,1.7
A Nova Era do Herói (227),Ação,2022,Amigos precisam enfrentar seus maiores medos para sobreviver. Amigos precisam enfrentar seus maiores medos para sobreviver. Uma força misteriosa ameaça o futuro da humanidade.,1.4
